predicted_train_x;predicted_train_y
5.981058;-0.012339815
10.129917;-0.0014742753
9.50998;-0.13609396
8.2198715;0.116831735
13.523049;-0.4810708
11.707624;0.51571465
15.012502;-0.34543917
10.984733;0.12949415
10.147236;0.012936876
10.856561;0.4462549
8.600345;-0.013771757
9.637993;0.03128688
12.29559;-0.6801462
9.757152;-0.08271305
11.509423;0.0913005
11.123012;-0.106822446
9.011739;-0.011448248
10.677103;0.4991558
12.156103;0.6180925
12.774787;-0.1707411
9.406019;0.5059449
12.6491785;-0.021652624
12.335183;0.10537101
12.17636;-0.0572965
6.0373917;0.13338019
10.205221;-0.1740065
8.933398;0.2560933
10.577409;0.19955431
8.840796;0.16464941
15.23263;-0.19876042
9.624545;0.48507723
15.850769;-0.09374036
12.683425;-0.26960227
8.597024;-0.027483389
17.002762;-0.06944077
14.564988;-0.04372795
12.285665;-0.10348214
13.363069;-0.2808077
12.85717;0.45750105
5.973301;0.019222274
8.216688;0.08614494
10.794252;0.069218114
11.433985;0.08868538
12.712417;-0.007351293
10.53968;0.16774282
7.835009;-0.059080467
8.506391;0.22553544
12.225892;-0.13899995
10.964007;-0.11985083
10.95579;-0.12549897
11.599836;0.034352615
7.770717;0.17338501
10.052381;0.11886118
10.163381;-0.80553985
12.504596;-0.14786471
13.684743;-0.26762414
10.655822;-0.25260872
7.544844;0.31724387
12.085841;-0.12051
12.356499;1.4314783
13.461007;0.15359579
9.801583;0.62258714
10.801408;-0.23461165
9.781228;0.6085958
8.577872;0.051891223
14.273049;0.007026092
12.07063;0.24239673
12.509238;-0.14875253
10.815821;-0.091943786
11.38873;0.26036322
8.9230795;0.22619571
11.028347;-0.056123063
12.170012;-0.03384371
9.422505;-0.11600499
12.309376;0.09796338
8.374106;0.2861189
8.453006;0.22044845
13.529119;-0.4411728
8.295669;1.66943
19.669487;0.0012665549
6.813072;0.2844798
13.373729;-0.20811252
14.344872;-0.10846813
5.1142626;-0.07881527
9.165151;-0.08203377
12.5200205;-0.14829762
13.3056;0.22251375
12.132899;-0.02087687
10.585528;0.016340092
12.450482;-0.5101161
10.9875965;-0.24216463
11.389577;0.0515209
9.485406;0.005958692
8.181346;0.30069116
10.929014;0.43812892
12.49937;-0.44718698
9.002374;0.088260815
10.019702;-0.15330069
10.290359;0.091884665
9.987235;0.55522346
14.696891;0.043896213
8.98416;0.84967947
17.57394;-0.0770563
8.749922;0.03132291
15.87004;-0.18394206
9.7401495;0.55028725
10.140397;0.14567377
15.40556;-0.046839222
9.399718;-0.030887634
13.400418;-0.12060712
4.7927885;0.2928443
12.729372;0.09221943
9.046374;-0.18005608
9.883853;0.56294537
9.11831;-0.5356306
13.226214;0.04255478
11.519826;0.09411831
9.011807;0.4062451
11.509656;0.08653365
16.052404;-0.20020019
7.910201;-0.017817423
9.3634;0.15652798
9.728982;0.109530464
11.859853;-0.18251367
9.45538;0.18922625
10.093766;-0.09174736
9.830068;0.25721118
11.912839;0.49097288
11.164384;0.043796077
13.299972;0.2655488
12.527822;0.045533612
13.296998;-0.16176169
8.595455;-0.092516705
10.958745;-0.052807406
10.32752;0.028924838
9.459467;0.14649849
11.769502;-0.05438654
10.218694;0.18075623
8.837813;0.2884362
8.114261;1.2127906
10.464034;-0.052737102
10.353765;-0.19037105
10.601726;0.028797433
13.136941;0.50302756
13.74941;-0.10501133
14.215962;0.045155898
12.166806;-0.0679947
11.608729;0.14774196
8.857497;0.09188478
11.115851;-0.022427097
12.950456;0.020779565
10.90057;0.44141066
15.89744;0.7818134
11.2107115;-0.1410273
11.887722;-0.14832138
12.217098;-0.35858375
9.764337;0.60066444
11.375258;-0.108289644
11.903501;0.114481285
10.538558;0.37862542
10.952395;-0.03493817
10.101611;0.3210443
14.582219;-0.03426431
11.8672;-0.20492785
9.881755;-0.22473656
14.973444;-0.31849316
12.604691;-0.0306672
12.874991;0.008734689
11.130315;-0.12882425
14.997908;0.4970264
11.194363;0.043428257
10.760129;-0.052203998
13.313477;-0.10151185
9.708571;-0.16563345
11.70732;0.30636302
10.266606;0.004592524
13.252889;-0.0596074
12.267639;-0.13362946
10.035015;-0.19694485
10.901467;0.4862183
11.921391;-0.12253924
9.563695;0.89491993
8.9113655;0.40469065
10.564247;-0.059266075
9.8201685;0.36185268
9.150856;0.21578096
9.789134;0.6322258
13.596963;-0.015671477
12.888181;0.0149173895
17.070381;0.23677734
9.639287;0.47933164
9.645208;-0.20600472
8.671712;1.7340024
11.792596;0.123025894
9.533224;-0.04274161
7.864111;0.34349978
10.681552;0.24128278
18.248562;0.34715846
8.938004;0.20073377
10.258004;0.0039812783
7.961051;-0.027136728
13.460774;-0.10814504
9.634413;0.21970569
10.88913;0.04340379
-8.86836;-0.38207936
20.40282;2.356475
15.4111395;-0.090762585
11.361394;-0.11187963
11.395209;-0.18574582
15.437556;-0.11771448
10.756076;0.40853876
11.524538;0.0366389
10.486261;0.00827019
8.9881315;0.29730943
10.682566;-0.107541814
8.972716;-0.034646228
9.474237;-0.14500992
11.917663;0.35316604
13.716976;0.07198359
8.305381;0.8165963
10.110314;0.3656999
12.607629;0.3217942
10.591207;-0.11055891
12.260034;-0.30672956
7.6080046;0.3210407
9.340129;0.17753454
-9.278585;-0.20473225
17.189323;-0.1649787
6.0335608;0.030506209
13.397548;0.17833392
9.282268;0.30550954
12.193706;0.21293063
12.281762;0.003188447
12.943478;-0.058809638
-5.222406;-2.1893728
7.7184696;0.35235912
8.819636;0.3736423
12.988713;0.032623276
7.670007;-0.15501894
12.295001;-0.08666511
10.292384;0.06386538
10.861814;0.22897719
11.584197;0.05114554
12.437237;-0.11145683
10.450851;0.019439206
10.610973;0.24979644
11.145924;-0.051257357
10.333121;0.06836949
10.803399;-0.22115268
11.50224;0.15727295
9.761275;-0.31519586
9.642617;0.026968196
11.912224;0.010323481
14.917581;-0.07955234
13.262379;0.07333894
8.216237;1.4030217
-6.3057175;2.4335606
10.199863;0.06431334
10.079752;0.49127033
8.9267;0.25287166
10.373187;-0.21896188
10.125081;0.31164292
12.270146;-0.23173423
13.515223;0.12568629
12.414888;0.28215563
5.233642;0.5529297
8.912807;-0.26352593
12.0899515;-0.18624975
11.437289;0.19472195
6.0618806;0.0360768
7.499851;0.17562021
12.134761;-0.1653008
9.341779;0.32350555
8.477422;0.41003248
9.7313795;0.6180462
12.002336;-0.07671507
8.732028;0.008330659
11.099885;-0.06329881
17.028788;-0.4597736
11.015367;-0.23516427
8.599902;-0.08654259
14.334981;0.031107161
14.575067;-0.041417733
9.079286;-0.039159253
10.602843;0.031357065
10.755883;-0.08336581
18.910278;-0.20933072
16.838121;0.46781674
9.83155;-0.0021312078
7.9191065;-0.030407846
13.67359;0.1353213
9.722035;0.6249404
8.64956;0.05673696
13.717071;0.03890787
10.085694;0.4437312
12.51633;-0.07932867
15.146802;-0.07984322
15.875676;-0.09012063
11.72271;0.38850567
10.261169;0.24050961
9.743472;-0.015715882
11.13311;-0.30297592
13.40608;-0.0062684556
12.934836;-0.07222684
7.6708426;0.34654415
9.957434;0.45103192
10.394511;-0.09466578
11.484868;-0.063376114
8.687981;0.4030726
10.875674;-0.073519975
10.508279;0.39228916
7.2330837;-0.037055418
11.616221;0.15167587
10.806418;0.077405676
10.792111;0.37197512
9.418309;-0.13933448
12.375866;0.39201993
9.805172;-0.06520049
9.490094;-0.049627855
8.786901;-0.6950199
8.961345;-0.10894783
8.471467;-1.2323179
9.950549;0.07447766
10.076276;-0.026845142
16.265594;-0.20165427
8.159088;-0.15729444
8.879108;0.11552487
9.27855;0.19263382
12.527644;-0.10413386
11.660495;-0.06952579
11.368882;-0.24492039
11.928218;0.33282948
13.114886;-0.1780792
10.344209;-0.007525786
10.043827;0.0565141
19.116953;0.3126879
11.73507;-0.074036404
9.408466;0.48539987
11.887179;0.55782807
10.519744;-0.33890855
12.493384;-0.4688353
7.071459;0.31253234
9.791329;-0.1306762
13.479701;-0.023015574
10.890983;0.4595112
12.439293;-0.008543625
12.900783;-0.30818367
19.990164;0.16194384
11.131472;0.02383028
9.499265;-0.14512332
9.934291;-0.14978845
8.889427;0.7129793
9.739486;0.9821002
13.373054;0.30474553
11.242002;-0.039869472
17.115305;0.45048162
12.895982;-0.07891567
8.66472;-0.14560966
10.394828;-0.0033282107
9.639595;-0.26427412
10.258348;0.08574884
9.751152;-0.02729623
12.639653;-0.15122019
10.091315;0.58602583
9.959104;0.08690484
10.735092;-0.1825215
12.558673;-0.14780195
13.545409;0.023419961
10.945553;0.06473078
12.465676;-0.06853302
11.632624;-0.02077438
12.503467;0.25121242
12.523488;0.041452482
12.193741;-0.17074035
10.604443;0.17645629
8.779304;1.8879774
13.043166;-0.033310547
9.911113;0.579148
11.326815;-0.102879316
12.943679;-0.13771479
11.924893;-0.109729335
11.348075;-0.15978496
9.814355;0.61233807
12.159841;-0.09163068
10.628177;0.3414481
12.243586;-0.25164935
-8.221781;-2.700756
11.847732;-0.28922966
-9.280175;-0.20370385
10.992871;0.43031004
10.943488;0.44399282
5.5001683;-0.05710368
9.048633;0.2993189
13.493852;0.16073279
12.1548395;0.1721168
8.405436;0.29485402
13.409917;0.18702354
8.287744;-0.012251033
10.729627;0.018208787
10.8581705;-0.07812782
9.65865;0.6728254
11.741554;0.4440666
9.762374;-0.10579641
8.692504;0.061366633
10.652814;-0.23594125
12.24952;0.2746866
9.743357;-0.33264428
11.031816;0.14129199
11.765515;0.19644068
13.6929;0.35740682
8.659486;-0.07766409
15.908217;-0.16103919
9.853188;0.24384524
13.404847;-0.45615
12.0676985;-0.018632427
11.569612;-0.048789814
8.668102;-0.14619012
12.354716;-0.1542181
8.860181;0.13788487
8.4963455;0.14253248
10.095832;-0.051829383
8.560248;0.0047776857
14.317753;-0.044844046
10.055483;0.06572278
11.868513;0.3663829
9.270993;-0.08242412
12.86615;0.045297846
14.265209;-0.007135465
10.774232;0.044347987
12.744313;0.15464999
8.457663;-0.019426867
9.366085;0.16026174
11.779582;0.1611541
11.038749;-0.022708967
10.9787035;-0.00595419
10.99265;0.108839825
10.127061;0.22422801
12.273875;0.08098529
11.732863;-0.070421085
9.734429;0.09981121
9.689612;0.58164597
7.368429;-0.4328602
9.602532;0.7339108
8.172961;-0.11702205
13.56516;0.027698979
12.962931;0.2250898
10.675199;-0.16004623
7.706025;-0.14840393
13.120834;-0.07361849
15.186999;-0.19692606
10.786853;0.06218727
8.975018;0.22846116
6.171262;-0.3809341
10.268483;-0.0312922
10.148213;-0.01359792
12.920896;-0.32967293
-5.7361374;-2.9174402
7.886402;0.0039971033
8.830728;-0.13634256
11.476263;-0.1790118
8.549926;0.3059481
13.501933;0.20798968
9.602176;0.08121802
-5.937735;1.5196967
10.186966;0.1088738
11.118798;0.016810432
11.490539;0.044535145
8.879298;0.23584451
9.288503;0.10053976
9.671123;-0.068952695
5.550994;0.052712932
8.643825;-0.11875071
14.130959;-0.11608918
12.415879;-0.14138095
9.697159;0.5442902
14.726241;-0.17803659
8.914258;0.18358152
9.263009;-0.0800121
6.597312;0.32455853
11.748272;0.21117364
-5.6441894;0.72429454
11.882205;-0.12675549
10.538074;0.23597784
9.1520605;-0.16374515
11.905924;0.11288722
10.015102;-0.0032440266
12.201283;-0.07201813
11.539725;-0.21374728
10.433393;-0.008113078
8.746995;0.028626814
11.703841;-0.19795917
11.711757;0.34294367
18.97255;-0.27828786
11.096471;0.060649052
12.144191;-0.1546127
10.370957;-0.023586705
11.985501;-0.047515348
13.473949;0.106670305
10.369096;0.40344244
11.533725;0.15262051
9.595246;0.09496249
8.666947;-0.056529
14.657127;-0.2505241
9.812427;-0.092150554
9.754176;0.7759503
12.875018;0.08753596
10.603946;-0.06595506
19.117767;0.34640554
8.593251;0.080648646
7.996117;0.09904973
10.917863;0.015936837
20.125969;0.2798543
10.296536;0.114932224
10.221816;-0.016880736
8.041675;0.028504208
10.858565;-0.015566214
11.797517;-0.0004934212
17.893793;-0.40970665
10.23932;-0.2588461
13.205293;-0.40352055
9.734256;-0.0560468
12.565454;0.12637027
11.124206;-0.005907758
10.594108;0.1899688
10.059936;-0.2567965
9.082192;0.10933639
13.602676;-0.3942012
12.096578;0.3532895
-9.279578;-0.20473434
11.336507;0.07328011
8.197097;-0.115200326
10.805206;0.3836572
10.994935;-0.2805265
9.717553;-0.08130817
9.142371;-0.12660925
12.980582;-0.48317423
8.15415;0.22239487
12.371555;-0.6259451
14.95552;-0.06589827
7.649868;0.34345108
10.814094;-0.11807294
10.376079;-0.010004564
16.031363;0.11954789
8.740769;-0.11171831
11.202523;-0.10561602
17.331055;-0.4266424
7.791447;0.35495463
12.295457;-0.22704802
10.874811;0.5946105
7.843333;0.075696066
14.2975445;0.061048284
8.565101;-0.03242056
11.452291;0.21385933
9.945443;0.60768455
8.533027;0.06059636
8.858355;-0.20902385
14.454107;0.07927789
11.9313135;-0.11845142
11.490116;0.39203128
9.743102;-0.1332043
11.38831;-0.09837271
12.36008;0.12519829
10.630429;-0.053517684
13.070891;0.055596188
12.536954;0.03690277
13.512026;0.69650257
14.732314;-0.039942533
8.888751;0.30582932
13.605361;-0.049873635
9.906512;0.11241813
7.1483126;-0.3207091
12.571529;0.07028784
11.480373;-0.058043584
8.898026;-0.14389227
10.044419;0.82926655
11.575895;0.06321038
8.6610565;0.05901645
-5.6337295;-2.9129913
10.948085;0.048529193
10.507989;-0.09487955
11.862393;-0.18606813
17.830421;0.11304152
10.869216;-0.16995339
12.133298;0.009569631
10.727588;-0.10683946
14.883189;-0.33505055
20.348295;0.116372705
8.291663;-0.102869704
11.443624;0.06319751
10.85852;0.3667099
16.474642;0.53475285
10.426547;0.01324089
8.658751;-0.031441137
11.403468;0.14496116
11.240611;-0.1991082
12.076814;0.089674726
7.799387;0.17316212
9.520437;-0.18235515
10.469085;0.03979294
10.484481;-0.027273044
11.169837;0.10793479
8.688272;-0.08503483
12.740518;0.05973901
10.513309;0.49496505
12.192103;0.2814618
8.3492565;0.0093920985
13.277212;-0.08425467
11.728038;0.23360483
9.72831;-0.018042043
12.595172;-0.02227278
12.56733;0.08055352
13.633714;-0.118359104
10.951188;-0.10959862
10.701812;0.27123988
9.61686;0.63767433
9.243346;0.10965036
8.821799;0.21528889
12.424693;0.0204757
12.445674;-0.514196
8.860402;0.29677185
10.399619;0.09144272
11.488713;-0.00010101404
12.561648;-0.002700313
10.075752;0.3796022
13.438441;0.19057097
12.113538;-0.4463166
7.239511;-0.38754177
12.880679;-0.22599338
11.359129;0.27510518
9.617251;0.48561275
11.431834;0.0368046
10.914808;0.063264385
10.006297;-0.11774254
12.706208;0.0023008147
8.539727;-0.016470596
15.555348;-0.4448391
13.037638;0.00044174585
9.37542;0.18407188
-9.02947;-2.5613883
9.813901;-0.15958
15.080439;0.030824557
10.105954;0.39258733
9.398796;0.05727561
12.018067;-0.05595775
13.541316;0.052600697
18.015234;0.21852252
13.463883;-0.019720405
6.776552;0.31230974
10.950875;-0.18826166
13.802931;0.11407484
12.06092;1.4077808
13.406866;0.18541835
15.397629;-0.09393741
10.6608305;-0.8507414
8.719314;-0.0927449
11.804249;0.10091521
10.361394;-0.0024800291
10.4370165;0.041874066
9.579037;0.18170156
11.154435;0.20964548
15.339267;-0.19540286
9.402724;0.011340396
11.002386;-0.35632426
10.950362;-0.03278239
11.849978;0.0628043
11.09609;0.3414968
5.2494726;-0.077538416
12.219202;-0.3153155
10.234065;0.009577439
10.14671;0.10753034
10.018816;-0.1532869
11.133048;-0.13940592
-5.5957446;0.26340815
9.917665;0.57252824
-5.5480394;0.4639523
12.950858;0.37270853
12.520587;0.018707111
20.901854;0.005175785
15.857881;0.43776986
11.566589;0.06273092
12.593651;-0.54394186
10.4928875;-0.12829807
12.667906;0.12158917
10.2587385;0.064417675
9.160953;-0.087091
9.031112;-0.13866048
8.526326;-0.06733666
8.596369;0.049215928
9.416015;0.75162125
14.040896;0.0056911865
9.137107;0.85396427
11.2478;0.11644758
9.195226;0.060220078
12.966329;-0.060815677
10.2244425;-0.06844376
11.760072;0.14822401
14.545164;-0.13037454
14.073523;-0.1296431
11.245483;-0.05183293
12.535235;-0.051869825
8.860479;0.47383797
12.261613;-0.16720866
8.419576;-0.07590251
8.241584;0.37300014
14.72236;-0.53465617
7.1629076;-0.0043376526
11.440279;0.2018482
13.0812025;-0.020364031
10.197517;-0.047868416
13.40818;0.04342787
8.062199;-0.035865173
13.007075;0.02589728
13.022815;-0.03336601
8.548511;0.23696856
8.769288;-0.39935392
13.263745;-0.49782166
7.363287;-0.42708662
8.453244;1.2225655
9.976045;0.05457522
10.855268;-0.04878892
8.965348;0.014168278
9.7788;-0.01058939
12.087422;0.3670397
22.043142;0.25693777
10.509536;0.3052778
9.722559;-0.12270303
17.442368;-0.3516629
12.223119;-0.14091448
11.238854;-0.036475822
12.265059;0.28812966
8.864772;0.09468235
